,RetweetCount,Tweet,PronounFlag,UnknownFlag,AtSymbolFlag
6333,460,RT @iambeckyg: I hate when people take pictures of me sleeping at the airport or sit in front of me pretending they’re on their phone. This…,0,0,1
6334,0,like i said cause i really hate this internet shit 😂 https://t.co/qgri9nOAth,0,0,0
6335,0,"I used to hate pink bc I find it ""too girly"" but i have seen the light pink is a good color",0,0,0
6336,0,"@DocStaples If he’s this arrogant, I hate to see how he’s going to react being below a dog on their school’s chain of command.",0,0,1
6337,0,@YogabaYo92 I fuckin hate people 😂😂😂😂 https://t.co/KOxYc5mp8n,0,0,1
6338,264,"RT @TheStrangeLog: Fixed infinite cuckolding, your cuckolding victim will now only slightly hate you and not infinitely hate you",1,0,1
6339,10594,"RT @marie_brownsuga: i hate arguing through text. let's argue in person so, i can knock yo ass out.",0,0,1
6340,0,I hate sneakers heads so much https://t.co/GMZKhNlZXb,0,0,0
6341,0,@aantonop I hate tribalism. You rock Andreas.,0,0,1
6342,0,I  hate him. And Hatch too.... https://t.co/AaZ4EQcFVX,1,0,0
6343,0,"Siempre sintiendo miedo a mi alrededor, nunca estando tranquila lpm I hate life",0,0,0
6344,0,"@DoctorSplatter @phantasm2 It's the only version of this song I enjoy, other than that I hate the song",0,0,1
6345,1064,RT @glofuI: who hurt you so much that you started to hate yourself?,1,0,1
6346,2236,RT @_LiraGalore: Bitches hate you for bein you .,1,0,1
6347,639,"RT @ltsKermit: hate when ppl use their zodiac to justify shitty behavior like ""sry i can't help it im a scorpio."" no Susan you're just a bi…",0,0,1
6348,4,RT @abby_abrahamzon: I HATE HOES,0,0,1
6349,10594,"RT @marie_brownsuga: i hate arguing through text. let's argue in person so, i can knock yo ass out.",0,0,1
6350,0,sincerely hate feeling like theres nothing i can do for someone ☹️😔,0,0,0
6351,0,at 12 years old i would hate myself for making this sign.  30 years later hmmm gotta pay the bills and I get it..Bu… https://t.co/41KOTF8gUb,0,1,0
6352,0,"(""Hate"" is too strong but still)",0,0,0
6353,392,"RT @1strchimedes: ""if your otp doesnt have enough material, make your own""
me, through tears as i type on word doc number 78: I DO ALREADY…",0,0,1
6354,10594,"RT @marie_brownsuga: i hate arguing through text. let's argue in person so, i can knock yo ass out.",0,0,1
6355,0,"Yo , I hate when I be so serious and a Mf think I'm playing 🤦🏽‍♂️",0,0,0
6356,0,i hate when my back needs to pop and it won’t 🤷🏼‍♀️,0,0,0
6357,2,"RT @GerberKawasaki: $10k #Bitcoin Hate it, but it’s here to stay. Get used to it. 🙂",0,0,1
6358,202,RT @TrueFactsStated: If Roy Moore is defeated or not will not depend on how much progressive activists like me hate him. It will depend on…,1,0,1
6359,0,@TheZombiUnicorn I mean for you and other streamer women to take these people's opinions and hate to acknowledgemen… https://t.co/9cPof4hF4h,0,0,1
6360,54,"RT @DestroyIllusion: Deep State will run articles promoting 4chan on the MSM right as their trolls paint the place dirty, so millions of ey…",0,0,1
6361,0,ok why am i just now leaving when i gotta open i hate my job,0,1,0
6362,0,I got so many bras that I can’t fit. But I’d hate to just throw them away 😣,0,0,0
6363,1,RT @CabbageU6: I hate #FF sometimes. I don't even see the point in it. All it does is blow up your notifications. https://t.co/ifMD1axMLa,0,0,1
6364,0,"I usually hate these, but this debate is clearly illustrating how rushed the vote on this bill is and how much more… https://t.co/k3LDD3RjGN",0,0,0
6365,1399,"RT @amrezy: Haters don’t hate you, they hate the love you get. Because essentially that’s what they want.",1,0,1
6366,10594,"RT @marie_brownsuga: i hate arguing through text. let's argue in person so, i can knock yo ass out.",0,0,1
6367,4,RT @BigAshx_: I hate “what did you type for this gif” ass niggas,0,0,1
6368,0,"Teacher: what do you hate doing the most? 

Me: https://t.co/Tv0qiY9GXg",0,0,0
6369,0,Matt Millers hate for Tennessee is hilarious. Like did they do something to his family?,0,0,0
6370,574,"RT @__JonathanJay: i hate arguing through text. let's argue in person so, i can choke slam u thru a table.",0,0,1
6371,90,RT @FlirtyNotes: I hate fighting with the one person I want to talk with the most.,0,0,1
6372,0,New post (José Mourinho: 'I hate my social life' (2012)) has been published on Berita Menarik Terbaru -… https://t.co/PYdMEFBsRg,0,1,0
6373,1467,RT @VanigliaGhia: Pink is legit like the best colour I feel like people get taught to hate it and then years later learn the unholy error o…,0,0,1
6374,10594,"RT @marie_brownsuga: i hate arguing through text. let's argue in person so, i can knock yo ass out.",0,0,1
6375,20,RT @_TheRealNumba5: I hate when mfs be on social media and don’t text back 💯,0,0,1
6376,0,I love you with all my heart. I still hate you tho.,1,0,0
6377,637,RT @SoReIatable: I hate getting flashbacks about shit I never wanted to think about again,0,0,1
6378,1161,"RT @666bitchcraft: Me in Brazil: jfc nothing works here I hate this fucking place

Me anywhere else: my country is the fucking BEST, Gisele…",0,0,1
6379,23,"Moebius Gives 18 Wisdom-Filled Tips to Aspiring Artists (1996). 

#1 When you draw, you must first cleanse yourself… https://t.co/MEtjS73pKI",0,0,0
6380,0,I hate CMC. I hate CMC. I hate CMC. I hate CMC. I hate CMC. I'm so fucking tired of being here I feel like I'm going to go crazy.,0,0,0
6381,3,RT @wjthIove: im about to lose my mind i hate school i literally can’t keep up,0,0,1
6382,1,Oh no funeral i hate funerals sm #CrisisonEarthX,0,0,0
6383,2,RT @chantipantzi: Hate being ignored... and me mean all when mi group chat a ignore me I want fight,0,0,1
6384,21,"RT @216Champ2: They finally got me and deemed my account a ""hate speech account"" for not being submissive to twitters  pro-lgbt, pro pedoph…",0,0,1
6385,0,@lukegreatoway @jenna_fordem @DomSherwood1 Calling him out is very appropriate. Forgiveness is up to LGBTQIA fans.… https://t.co/wEROiEeyVf,0,0,1
6386,0,I hate y'all so very much,0,0,0
6387,0,I hate having to go to school all day when instead I could be at Jonah’s house taking care of him bcuz he’s sick :(,0,0,0
6388,0,"I really hate the Hawks for trading Teague

that nigga was my favorite player bruh, he was the perfect representation of an ""Atlanta Nigga""",0,0,0
6389,1467,RT @VanigliaGhia: Pink is legit like the best colour I feel like people get taught to hate it and then years later learn the unholy error o…,0,0,1
6390,0,Lol I hate you I swear https://t.co/uLIHAOYsDF,1,0,0
6391,0,hate that angela anaconda reminds me distinctly of someone i was involved w a while back,0,0,0
6392,1685,"RT @RNB215: I've watched this team get cheated out of a SuperBowl, the ""dream team"", go 4-12, the Chip Kelly era, to this...10-1
After all…",0,0,1
6393,1,"RT @niknewby_: Never realized i was ugly till i slid in this hoes dm's and she said ""nigga you ugly"" i hate mixed girls bro",0,0,1
6394,28,RT @jisoobeingextra: please protect joshua hong he is the sweetest most nicest boy in the world and gets unnecessary hate he deserves every…,0,0,1
6395,0,When I’m home alone there’s nothing I hate more than when my dogs start barking randomly...🙈😖,0,0,0
6396,143,"RT @Pink_About_it: Keith Olbermann finally tired of vitriolic hate he spewed in politics. 

That or he's about to get smacked with somethin…",0,0,1
6397,4,RT @gracexsawyerr: people are gonna hate on you NO MATTER FUCKING WHAT SO JUST LIVE YOUR LIFE HOW YOU WANT TO,0,0,1
6398,190,RT @KayaJones: The negatives said about @POTUS @realDonaldTrump is getting ridiculous now it’s clear that losing the election is the cause…,0,0,1
6399,0,@seanhannity #Hannity Picture is in SPIRIT OF BEAUTY #evil children are burning with #wicked HATE FOR LOVE be PROUD EVIL HAS BEEN DISCOVERED,0,0,1
6400,3,"RT @youngbtw_: I hate when bitches play dumb, bitch you know we go together the whole fucking world do",0,0,1
6401,2,RT @fxcktosh: I hate that my skin scars so easily,0,0,1
6402,69,"RT @CounterMoonbat: Poor people like booze

Republicans want to cut booze taxes

Lefties oppose cutting booze taxes

Lefties hate poor peop…",0,0,1
6403,25,RT @Hunchoheem: I'd hate me if I was you too😁 https://t.co/JJKiR5o2g8,0,0,1
6404,1869,"RT @Aripags25: Me in Atlanta: I hate this traffic and every sports team sucks 

Me anywhere else: fuckin ATL hoe, I only eat cfa, I basical…",0,0,1
6405,0,@Mario200thousnd I hate myself https://t.co/m297n1MiF9,0,1,1
6406,0,I hate everyone wearing a red baseball hat on principle now no matter what it says,1,0,0
6407,589,"RT @_NotYovrBAE: Telling her that she's beautiful while destroying her confidence is abuse, Telling her you love her while acting as if you…",0,0,1
6408,3834,RT @GirlPosts: I hate when I’m looking at my phone and then someone asks me “who got you smiling like that ;)” like……….relax I’m laughing a…,0,0,1
6409,1,I HATE THIS https://t.co/d0Zy5cBWW0,0,0,0
6410,72,RT @sallykohn: Pre-order my book THE OPPOSITE OF HATE and a portion will benefit @civilrightsorg — a coalition of 200+ justice organization…,0,0,1
6411,1,"RT @refereefan: Booooooooo!! Only three more episodes to go in season 2! #KimsConvenience #okseeyou 

I hate when 9:30pm rolls around on Tu…",0,0,1
6412,0,I hate him for that but i love him.. Ya feel me,1,0,0
6413,0,I️ hate,0,0,0
6414,0,hate my job 🙃,0,1,0
6415,7599,RT @mainedcm: You are all right. I deserve all the hate in the world because I am such a coward and a selfish little brat. I get it and I u…,0,0,1
6416,0,I HATE doing my nails😒,0,0,0
6417,392,"RT @1strchimedes: ""if your otp doesnt have enough material, make your own""
me, through tears as i type on word doc number 78: I DO ALREADY…",0,0,1
6418,334,"RT @tbhjuststop: hate when ppl use their zodiac to justify shitty behavior like ""sry i can't help it im a scorpio."" no Susan you're just a…",0,0,1
6419,0,I hate you https://t.co/BF8bVAXnC7,1,0,0
6420,0,@nevesytrof @CjlightningCory @LGMS56 @RogueElektron @ccjones @NancyPelosi @realDonaldTrump You are so filled with h… https://t.co/4l2x4cceXq,0,0,1
6421,0,Hurting someone for 3 years... honestly?? What takes someone to hurt them so much?.. you must hate this person!,0,0,0
6422,0,@KyMalibu 😂😂😂😂 I hate you 😐,1,0,1
6423,2,"RT @ughitsmindi: i don’t have time to hate ppl, i just forget you 🤷🏽‍♀️",0,0,1
6424,70,RT @pIayoffeli: I hate Ben McAdoo I hate Ben McAdoo I hate Ben McAdoo I hate Ben McAdoo I hate Ben McAdoo I hate Ben McAdoo I hate Ben McAd…,0,0,1
6425,0,@_iPanda_ You know what sweetheart this is a free country we don't need you to spread lies and hate around our coun… https://t.co/lllmhfFolS,0,0,1
6426,1614,RT @HayesGrier: smile at people who hate you,1,0,1
6427,1614,RT @HayesGrier: smile at people who hate you,1,0,1
6428,4,RT @_1SFGH: Dear Darla I Hate Your Stinky Guts.. You Make Me Vomit.. You’re the scum between my toes. https://t.co/VopgdEJ3kQ,1,0,1
6429,25,RT @HugotNotes: People are quick to judge yet hate to be judged. How ironic.,0,0,1
6430,3,I hate when ppl talk about “locals” like they weren’t born and raised in the suburbs of vacaville california 😩😂,0,0,0
6431,0,"So, he’s a man, he’s got a mullet, but he’s staying in Oklahoma. Kind of hate it—would’ve liked to see him in the SEC.",0,0,0
6432,637,RT @SoReIatable: I hate getting flashbacks about shit I never wanted to think about again,0,0,1
6433,10594,"RT @marie_brownsuga: i hate arguing through text. let's argue in person so, i can knock yo ass out.",0,0,1
6434,9,RT @nealadamsdotcom: No debate? I'm sorry my fellow Americans for the awfulness of what I am about to say. But the Republicans in the Senat…,0,0,1
6435,25,"RT @MeinHamzaHun: Dear sisters , it doesn't matter how much your brother hate you but when you are in trouble he is the very first person t…",1,0,1
6436,7,RT @hoedizah: I hate the fact that I’m a people pleaser to the point it affects how I’m living. I’m 19 and can’t openly express my feelings…,0,0,1
6437,241,"RT @YungTorres4: Me in Oklahoma: I hate Oklahoma. There's nothing to do here.

Me anywhere else: Boomer Sooner baby. Fuck Texas. I have a t…",0,0,1
6438,179,"RT @ExoticNympheae: Since y’all so upset the ORIGINAL despacito didn’t get nominated for anything since it’s soooo much better, wHY DIDN’T…",0,0,1
6439,795,"RT @WorldStarFunny: hate when ppl use their zodiac to justify shitty behavior like ""sry i can't help it im a scorpio."" no Susan you're just…",0,0,1
6440,1,"RT @kacey_butler: some days I feel like im on top of the fucking world and nobody can touch me, but some days I literally hate everything a…",0,0,1
6441,0,@BJ__MEAN @CNN @infowars @PrisonPlanet @FTANKK @GOP @DrainTheSwampOK Easy Russia bot.  I didn't mean to offend you.… https://t.co/xRtOtDj9cD,0,0,1
6442,0,@caelirosewhite hate the Christmas card on the work fridge did you do that on purpose???!?,0,0,1
6443,0,@bklynjoker90 Hate him all u want at least DeAngelo can clear a puck.,1,0,1
6444,1,RT @Ehsan08_: I hate mosquitoes... why is my blood so delicious,0,0,1
6445,0,"Hate cannot drive out hate, only love can do that",0,0,0
6446,0,Still hate this guy! #SaveNetNeutrality https://t.co/uUdWN6Eeg2,0,0,0
6447,47,RT @YoungGawhd: I fucking hate having social anxiety because it makes me come off so weird and awkward all the time lol like what’s a conve…,0,0,1
6448,0,@nytimesworld Trudeau is a Tru Hero!  Why can't America have someone like him? Instead we get hate filled racist bi… https://t.co/NFqJH7nLqJ,0,0,1
6449,0,@TotallyDysf @NBA People hate it? Nah we just make fun of wade,0,0,1
6450,278,RT @whosalexander: i hate when old people say that tattoos are a waste of money like okay Beatrice you have a cabinet full of expensive pla…,0,0,1
6451,0,"Introduced her to real, so now she hate lames",0,0,0
6452,0,"@Franklin_Graham Franklin- you wouldn’t know how to heal a spirit if it sat on your head. You profess hate, exclusi… https://t.co/LaZB9oucj4",0,0,1
6453,11,RT @RoyalThough: It was love at first sight... and then you said you hate pizza!!,0,0,1
6454,10594,"RT @marie_brownsuga: i hate arguing through text. let's argue in person so, i can knock yo ass out.",0,0,1
6455,1,i hate these last few months tbh,0,0,0
6456,0,I really hate when people bother me and try to have a conversation when I’m trying to study or do my hw!!!!,0,0,0
6457,340,"RT @vinceliban: Naiiyak at nagagalit pa rin ako. Aside from irresponsible media coverage &amp; public outing of these gay men &amp; a PLHIV, there…",0,0,1
6458,241,"RT @YungTorres4: Me in Oklahoma: I hate Oklahoma. There's nothing to do here.

Me anywhere else: Boomer Sooner baby. Fuck Texas. I have a t…",0,0,1
6459,0,"They Laughed At Us For So Many
Years But Now We Laugh Till We’re Breaking Tears, They Crack Their Jokes For
All To… https://t.co/1ohi6yxAZ9",0,0,0
6460,0,"People hate on VA saying that it doesn't offer anything for them and that's okay. Opportunities are everywhere, you… https://t.co/YjB77yc6sC",0,0,0
6461,0,I guess at least their passionate hate for Perry helped a charity 🤷🏼‍♀️ https://t.co/eqUoaZJNy2,0,0,0
6462,0,@EIGHT_THOUGHTS Why do you make so many tweets about cod ww2 if you hate it so much. Tweet about the other great ga… https://t.co/Vs8ij3Lfhc,0,0,1
6463,927,"RT @AlizeeYeezy: Due to recent events, all online criticism of soy based diets are to be newly classified as a hate crime. Derogatory soy b…",0,0,1
6464,0,I love making plans but I hate when the day comes,0,0,0
6465,0,"quem te mandou hate???? claramente não conhecem a p... — ah, tem doido pra tudo nesse mundo né? querem q que... https://t.co/wdVbzhsukp",0,0,0
6466,18,"RT @BasedChasen: This nigga Chris Spielman emotional, they hate to see other players have fun https://t.co/FBBftMTlRI",0,0,1
6467,1,That Timothy Sykes prick is just DYING for Chef Matt to fuck up. Ugh. I hate charter guests like that. #BelowDeck,0,0,0
6468,4,RT @winexxfine: I hate when I polish my own nails I always hate waiting for them to dry &amp; end up fuckin them up😂😂,0,0,1
6469,1376,"RT @SieteWhite: Me in Texas: I hate this country ass hell hole can't wait to get OUT

Me anywhere else: The Texas flag? ICONIC. I bleed swe…",0,0,1
6470,1399,"RT @amrezy: Haters don’t hate you, they hate the love you get. Because essentially that’s what they want.",1,0,1
6471,57,RT @BreitbartNews: If it were President Hillary he'd call this hot take hate speech. https://t.co/HTC1enGDBW,0,0,1
6472,44,"RT @iambryanreyes: Maine Mendoza doesn't deserve the hate in the world. Honestly, she's one of the few genuine people in Phil showbiz. It t…",0,0,1
6473,0,hate me all u want bitch,0,0,0
6474,0,I hate texting ash she ain’t ever reply,0,0,0
6475,0,@filmnerdjamie i do too.it goes beyond my hating end of x-men cinematic universe. gives disney too much power.but n… https://t.co/m4Zd0LF335,0,0,1
6476,1,RT @ShakaylaMason4: really hate being ignored honestly,0,0,1
6477,81,RT @Dassiiaaa: wow wtf. this is not okay. we hate when niggas do it so why is it cool for us ? https://t.co/cTGv6LHUwl,0,0,1
6478,2,if you hate tell me what your self esteem look like?,0,0,0
6479,11,RT @perriestheory: “Babe asshole I fucking hate you I hate you” my type of relationship,1,0,1
6480,0,I hate everything. https://t.co/heYXWHUKpP,0,0,0
6481,0,"@xosvani Real talk I hate tht shit I know ppl who take grown ass pits in all the time from ""I don't want em anymore… https://t.co/kq8LJImQdQ",0,0,1
6482,1,RT @wolfysucks666: i watched a show where a girl with a boyfriend would go on a date with another guy that her parents chose while they wat…,0,0,1
6483,5,RT @vs_cointelpro: i hate the monarchy but i hope harry lops off your head with a broad axe you roided up bitch https://t.co/2nIWYnEawy,0,0,1
6484,0,"When you a popular nigga, but you hate popular bitches. Alotta decent girls go unnoticed because they’re not slutty… https://t.co/RYU6PPfw8j",0,0,0
6485,1,"RT @MoonlitBiebah: i hate that i remember, i wish i could forget, what you did last december, YOU LEFT MY HEART A MESSSSSSSSSSSSSSSSSS",0,0,1
6486,11,RT @BCrawford247: Hate it for UCF fans. #CFBPlayoff disregards Group of 5's best and after an unbeaten run through the AAC (and a likely wi…,0,0,1
6487,2,"RT @RobertDumaine: Imagine a football team that has sucked for 8 years. They have the good fortune to draft Trump. Despite, being the best…",0,0,1
6488,34,RT @deadboykash15k: G shit if I pass away on some crazy shit none of you better tweet about how cool I was with you or anything cause I hat…,0,0,1
6489,0,I hate school bills,0,0,0
6490,0,@PaisaVlogs I hate you jajaja 😂,1,0,1
6491,12914,RT @CurlyHeadJackyy: I’m a picture hoarder 😂 lowkey hate deleting shit.,0,0,1
6492,1,RT @JackCouch11: @faithclubdotnet You must choose each day to love people that curse God's face and deny Christ in their heart and be mean…,0,0,1
6493,0,"@KhaleesiOfBooks It's definitely not just you. I hate it so much, i knew that it would happen when that remix of 'D… https://t.co/nBywLxNzZp",0,0,1
6494,0,@realDonaldTrump We are going to vote all @GOP out in 2018! We want no more of your bull 💩!  You are the worst! We… https://t.co/ZmpNWndNeI,0,0,1
6495,252,"RT @ireenee_b: Dear Darla , 
I hate your stinking guts !
You make me vomit.
You’re the scum between my toes.
Love , alfalfa.",1,0,1
6496,4,RT @sydneyshort13: i just appreciate my friends so much like i do not understand how u could hate ava cavell she's the cutest lil fucker i…,0,0,1
6497,0,@Stinacat2606 @troymartin83 I hate peanut butter as well,0,0,1
6498,0,@RealSkipBayless 3rd quarter stop with the hate,0,0,1
6499,803,RT @unvxbe: i hate when people ask me why i drink so much water like damn bitch i'm tryin to drown myself what you think leave me alone,0,0,1
6500,0,Why does Netflix hate me so?,0,0,0
6501,0,I honestly think @John_Currie will call @coachtee17 now that he got rejected by @CoachGundy (i hate that basterd),0,0,1
6502,278,RT @whosalexander: i hate when old people say that tattoos are a waste of money like okay Beatrice you have a cabinet full of expensive pla…,0,0,1
6503,0,@D0musblueface @keithboykin I’m so sorry for you guys. I hate what this country has turned into. I hope the next ca… https://t.co/n6kXqrdnKa,0,0,1
6504,1178,"RT @ltsChuckBass: But Derek, I love you. In a really, big really big pretend to like your taste in music, let you eat the last piece of che…",0,0,1
6505,30,"RT @tehseenp: Sanjay, you are right ..It is 10 pm so time for u to hit the sack . Once again u need to be up and fresh in the morning wasti…",0,0,1
6506,10,"RT @ashleycdye: me in indiana: i hate this flat, spiceless state
me anywhere else: no one could beat a hoosier sunset, the crunch of fallen…",0,0,1
6507,10595,"RT @marie_brownsuga: i hate arguing through text. let's argue in person so, i can knock yo ass out.",0,0,1
6508,0,@YourAverageJet @mOnKofficial @_Roarss That’s silly shit if you care so much about someone projecting their self ha… https://t.co/MCqCq2udwK,0,0,1
6509,0,@seoIna_mu 이분도 장난 아니시네.... 설아님 체력 다이죠뷰???,0,0,1
6510,1,RT @torie_maclay: I always tell myself I’m not going to do it then I end up doing it. I hate myself!🙄😔,0,1,1
6511,2,"RT @envinyon: @AboveUp I noticed this earlier

Anyone criticizing the design of the character just got responses with ""why do you hate tits…",0,0,1
6512,428,RT @ReIatableThings: i hate ppl who get personally offended when im in a bad mood like im not mad at u susan im mad at the world,0,0,1
6513,0,@mint_haribo 조아요 그렇다면 문제는 제로겟군요 저의 제로 최애가 비참하지 않기를 빌어주세요(급ㅂ기야;;;,0,0,1
6514,0,@Stahleywood @FDRooseveltPS Nous allons essayer jeudi ou vendredi M. Stahle! J'ai hâte!👍,0,0,1
6515,0,I hate when I’m ovulating it’s so annoying,0,0,0
6516,278,RT @whosalexander: i hate when old people say that tattoos are a waste of money like okay Beatrice you have a cabinet full of expensive pla…,0,0,1
6517,1,"RT @Shorooo_: I hate when people ask me why my skin is so clear or soft. Like bitch because I take care of my skin, try it.😐",0,0,1
6518,2,Nah fr.  Ion gotta hate bone in my body https://t.co/20j0ovkupS,0,0,0
6519,3,RT @Ilianaaa_: I hate people who spoil surprises,0,0,1
6520,2,RT @1camkudosa: I hate people who text with emojis for every damn thing,0,0,1
6521,10,"RT @myrcellasear: When you love Westallen and Alex Danvers, but really really hate how #Supergirl and #Arrow chose to handle Nazis during #…",0,0,1
6522,12,RT @TamaraMcCleary: #Cloud computing and the costs: a love-hate relationship https://t.co/0CRjHRu0Z6 by @MarcWilczek via @CIOonline #CIO #r…,0,0,1
6523,3,RT @hollandsfIash: HE DID NOT JUSY SAY “UP UP AND AWAY” DIABDJD I HATE #crisisOnEarthX https://t.co/uaSAlKDe1m,0,0,1
6524,2,"RT @vgoodwill: Bulls run for 3’s. Suns run for layups. 84-72. I hate that about basketball, all around. Run for the deuce",0,0,1
6525,0,"@NHLBlackhawks I hate losing to the fucking Preds, pick it up.",0,0,1
6526,1,RT @Shauna_cummings: Forever hate when people think anxiety is something you can just turn off or ignore.,0,0,1
6527,0,I had a love-hate relationship with those things. I lost at least 2 sets at restaurants. Smh. https://t.co/wQL2SJoiVx,0,0,0
6528,473,RT @toopoor_: jealousy is just love and hate at the same time,0,0,1
6529,1614,RT @HayesGrier: smile at people who hate you,1,0,1
6530,0,"me, today, feeling guilty that I can't donate to all of the Facebook fundraisers: I HATE THESE AND THEY'RE STUPID I… https://t.co/yiGykk1swU",0,0,0
6531,3,RT @Kiayhaaa: I hate for people to question me,0,0,1
6532,0,i hate when people tell me “you a mother now you cant come outside with no ponytail” bitch i aint got the funds to… https://t.co/2u3LS4apO4,0,0,0
6533,0,I hate when I think I do good on a test and then do 👎,0,0,0
6534,65,RT @wewritelettrs: I HATE MYSELF HSHSJDJKD https://t.co/wiLZu0aZQR,0,1,1
6535,0,hate having mixed emotions about things,0,0,0
6536,2236,RT @_LiraGalore: Bitches hate you for bein you .,1,0,1
6537,730,"RT @Mare3097: me: I have 9 friends 

friend: I hate k-pop why do you even listen to it

me: https://t.co/ELNf6gJDfw",0,0,1
6538,0,@mofonut @lyudmilia i hate this game too I just shout in the mic because Ive heard the song before/listen to it a l… https://t.co/qs2Ty5ksHv,0,0,1
6539,0,i was going thru mi liveblobs of dwd from tumlr yesterday and rememberd how much i… https://t.co/zLe9PsiyGN,0,0,0
6540,4,RT @Liberianking6: ***missionary that’s why i hate that fucking position you be stroking and the bitch talking nasty to you in your ear tha…,0,0,1
6541,0,"I honestly hate when niggas tell women that OBVIOUSLY wear a lot of makeup that they “prefer” natural women.
Ok wel… https://t.co/b0SrD0kTnf",0,0,0
6542,15,"RT @econcepcion: Waking up to a world full of hate, full of anger. Parang hindi Pasko. What the hell happened to us?

I haven't been feelin…",0,0,1
6543,1,RT @JackCouch11: @mcgee03 Now it's your choice to hate to be what you want to be and take from anybody and everybody that you can and gain…,0,0,1
6544,0,"@filipefurtado I think CODE UNKNOWN &amp; CACHE are masterpieces, hate BENNY'S VIDEO &amp; the American FUNNY GAMES remake,… https://t.co/O8i2IuSWmV",0,0,1
6545,0,@TheMandyMoore How I hate to see it end!,0,0,1
6546,1614,RT @HayesGrier: smile at people who hate you,1,0,1
6547,79,"RT @marveljedi: us marvel fans are fake as hell, we sit here all excited for the infinity war trailer to drop tomorrow knowing damn well we…",0,0,1
6548,1,RT @booklover468: i hate this https://t.co/bJNFcYgQl2,0,0,1
6549,575,"RT @__JonathanJay: i hate arguing through text. let's argue in person so, i can choke slam u thru a table.",0,0,1
6550,454,"RT @maddy_light_: me in NC: I hate this place

me outside of NC: i'm 50% Cook Out &amp; 50% Bojangles. i snort Cheerwine off of sweet potato be…",0,0,1
6551,13,RT @PatriotByGod: The left are cowards. They depend on the Media &amp; Hollywood to tell them what to think &amp; believe. They have no foundation…,0,0,1
6552,17868,RT @PETTYMAMII: DON’T touch my face. I hate that shit 😂,0,0,1
6553,1678,"RT @Tomleewalker: “if vegans hate meat then why do they make imitations of it”

here’s a better question

if you could recreate the exact s…",0,0,1
6554,2,RT @AboveUp: Every single person who even sliiiightly leans towards the character designs not being perfect is immediately flooded with YOU…,0,0,1
6555,1,RT @24kmaqic: Some people are salty af over Bruno’s grammy nominations just because their mediocre and boring faves are not nominated in an…,0,0,1
6556,254,RT @changes: i don't hate you. i'm just disappointed you turned into everything you said you'd never be.,1,0,1
6557,7599,RT @mainedcm: You are all right. I deserve all the hate in the world because I am such a coward and a selfish little brat. I get it and I u…,0,0,1
6558,1,"RT @rebrandingnow: Rt to be in a new gc
-dont hate each other in 3 days 
-if you're inactive you'll get blocked out 
-stan Troye/bix
-be ic…",0,0,1
6559,870,RT @deanna_niki: I truthfully hate these annoying kids that embarrass themselves by doing stupid shit for the sake of views. It’s not even…,0,0,1
6560,0,I hate being apart :/,0,0,0
6561,0,I have such a love/hate relationship with Chicago... maybe loathe is a better word.,0,0,0
6562,0,"I'm still not over someone literally responding to ""lgbt ppl don't have to like all lgbt media"" with ""exactly! Also… https://t.co/dkxnL0F4ax",0,0,0
6563,451,"RT @LouisFarrakhan: I am here from my teacher—not out of hate, but out of hope that maybe what I say to this 45th president of the United S…",0,0,1
6564,0,@SDA_SSC hoy ssc patugtog naman kayo ng bago! Paulit ulit na lang yung kanta! 😘 no hate just love charr 😂,0,0,1
6565,0,Lo único que me dejara la semana CLZ es más hate. 🤷🏻‍♀️,0,0,0
6566,29,RT @AboutLibras: #Libras want to be steady in their life. They hate complications and don't like confrontations with others.,0,0,1
6567,0,"hate I got off the shot, my head killing me🤦🏾‍♀️",0,0,0
6568,119,"RT @TrumpsDC: Its about time these clowns got a taste of their own medicine! 

You pushed your hate-filled, mentally deranged, thought proc…",0,0,1
6569,0,@Andronico32 I hate you both,1,0,1
6570,0,@realDonaldTrump @TuckerCarlson @seanhannity I hate you so fucking much. I wish you'd go away forever.,1,0,1
6571,1,RT @yaboi_layron: Im sorry but i HATE the polar express,0,0,1
6572,0,@SterlingKBrown @NBCThisisUs Love it!!!  Hate it!!!,0,0,1
6573,0,I hate the fact that I never believe in myself..,0,0,0
6574,20,"RT @indystar: Indiana once had a hate crimes law, but it quietly disappeared https://t.co/2Qdp0BEtUl https://t.co/js34LSbKV9",0,0,1
6575,3,"RT @_jadaaKRIS: I hate a come see me ass nigga. Like noooo if ima come sit in your house to do the same thing I’m doing at mine, I’ll stay…",0,0,1
6576,44,"RT @iambryanreyes: Maine Mendoza doesn't deserve the hate in the world. Honestly, she's one of the few genuine people in Phil showbiz. It t…",0,0,1
6577,0,@bangs1987 I hate sasaengs 🙄 HAHAHAHAHAHAHAHAHAHAHAHAHAHA CHIMCHIM,0,0,1
6578,0,People just make it so hard not to hate em 🤷🏾,0,0,0
6579,0,@realDonaldTrump You ran on hate and hate brings war. So stop getting mad at others for the things you made worse. https://t.co/vK5V7QiiUR,0,0,1
6580,0,"i fucking hate it when i mentioned it SEVERAL times but THEY PAID NO ATTENTION, and accused me of NOT MENTIONING it… https://t.co/EBcuQukjwy",0,0,0
6581,9,RT @nealadamsdotcom: No debate? I'm sorry my fellow Americans for the awfulness of what I am about to say. But the Republicans in the Senat…,0,0,1
6582,0,"Tim Scott is a dick, but I still hate Cruz way more.",0,0,0
